" Copy"," Copy","redundant (104 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//newsletter/template/edit.phtml)"
"'), ","'), ","redundant (34 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/Review/Grid/Filter/Type.php)"
"<a href=""%1$s"" target=""_blank"">%2$s %3$s</a> <a href=""mailto:%4$s"">(%4$s)</a>","<a href=""%1$s"" target=""_blank"">%2$s %3$s</a> <a href=""mailto:%4$s"">(%4$s)</a>","redundant (59 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/Review/Edit/Form.php)"
"Access Denied.","Access Denied.","redundant (53 - /home/vasily/dev/magento/app/code/core/Mage/Admin//Model/Observer.php)"
"Access Deny","Access Deny","redundant (77 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//controllers/IndexController.php)"
"Add User to Role","Add User to Role",missing
"All Reviews","All Reviews",missing
"Are you sure you want to delete this user from this role?","Are you sure you want to delete this user from this role?",missing
Assigned,Assigned,"redundant (70 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/Permissions/User/Edit/Tab/Roles.php)"
"Assigned Role","Assigned Role",missing
Attributes,Attributes,missing
"Cache control","Cache control","redundant (49 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/System/Cache/Form.php)"
"Clean and Disable","Clean and Disable","redundant (42 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/System/Cache/Form.php)"
"Clean and Enable","Clean and Enable","redundant (43 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/System/Cache/Form.php)"
"Customer Reviews","Customer Reviews",missing
"Customers' Tags","Customers' Tags",missing
Datafeeds,Datafeeds,missing
"EAV types and attributes","EAV types and attributes","redundant (35 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/System/Cache/Form.php)"
Format,Format,missing
HTML,HTML,missing
"If you do not specify an rating title for a store then the default value will be used.","If you do not specify an rating title for a store then the default value will be used.","redundant (131 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/Rating/Edit/Tab/Form.php)"
"Import / Export Tax Rates","Import / Export Tax Rates",missing
"Invalid request","Invalid request",missing
"Invalid Username or Password.","Invalid Username or Password.","redundant (63 - /home/vasily/dev/magento/app/code/core/Mage/Admin//Model/Observer.php)"
Layouts,Layouts,"redundant (34 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/System/Cache/Form.php)"
"Manage Attribute Sets","Manage Attribute Sets",missing
"Manage Attributes","Manage Attributes",missing
"Manage Currency","Manage Currency",missing
"Manage Products","Manage Products",missing
"Manage Ratings","Manage Ratings",missing
"Manage Tax Rates","Manage Tax Rates",missing
"Manage Tax Rules","Manage Tax Rules",missing
"Number Of Historical Uses","Number Of Historical Uses","redundant (75 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/Report/Tag/Popular/Grid.php)"
"Number Of Uses","Number Of Uses","redundant (67 - /home/vasily/dev/magento/app/code/core/Mage/Adminhtml//Block/Report/Tag/Popular/Grid.php)"
"Pending Reviews","Pending Reviews",missing
"Please enter 6 or more characters.","Please enter 6 or more characters.","redundant (33 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a number greater than 0 in this field.","Please enter a number greater than 0 in this field.","redundant (47 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00.","redundant (41 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a valid credit card number.","Please enter a valid credit card number.","redundant (48 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a valid date.","Please enter a valid date.","redundant (31 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a valid email address. For example johndoe@domain.com.","Please enter a valid email address. For example johndoe@domain.com.","redundant (32 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a valid number in this field.","Please enter a valid number in this field.","redundant (44 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","redundant (30 - /home/vasily/dev/magento/app/design/adminhtml/default/default/template//page/js/translate.phtml)"
