"* Required Fields","* Required Fields","duplicate (34-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/forgotpassword.phtml, 126-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 107-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 69-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/edit.phtml, 45-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/changepassword.phtml, 57-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/login.phtml, 118-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml)"
"Account Information","Account Information","duplicate (27-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/edit.phtml, 29-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/account/dashboard.phtml)"
"Add New Address","Add New Address","duplicate (64-/home/vasily/dev/magento/app/code/core/Mage/Customer/Block/Address/Edit.php, 29-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml)"
"Additional Address Entries","Additional Address Entries","duplicate (77-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 49-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address.phtml)"
Address,Address,"duplicate (51-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 63-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml)"
"Address Book","Address Book","duplicate (33-/home/vasily/dev/magento/app/code/core/Mage/Customer/Block/Address/Book.php, 28-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 22-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/account/dashboard/address.phtml)"
"Are you sure you want to delete this address?","Are you sure you want to delete this address?","duplicate (99-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 81-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address.phtml)"
Back,Back,"duplicate (127-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 108-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 46-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/changepassword.phtml, 119-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml, 95-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 83-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/order/view.phtml, 56-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/orders.phtml, 76-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address.phtml, 24-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/balance.phtml)"
"Change Billing Address","Change Billing Address","duplicate (41-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 47-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml)"
"Change Password","Change Password","duplicate (48-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/edit.phtml, 29-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/account/dashboard/info.phtml)"
"Change Shipping Address","Change Shipping Address","duplicate (60-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 67-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml)"
City,City,"duplicate (84-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 85-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 62-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 63-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 74-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml, 75-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml)"
Company,Company,"duplicate (67-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 68-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 44-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 45-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 52-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml, 53-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml)"
"Confirm New Password","Confirm New Password","duplicate (62-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/edit.phtml, 38-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/changepassword.phtml)"
"Confirm Password","Confirm Password","duplicate (119-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 120-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml)"
"Contact Information","Contact Information","duplicate (38-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml, 24-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/account/dashboard/info.phtml)"
Country,Country,"duplicate (101-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 79-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 80-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/address.phtml, 91-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml)"
"Create an Account","Create an Account","duplicate (29-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/register.phtml, 40-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/login.phtml)"
"Current Password","Current Password","duplicate (52-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/edit.phtml, 28-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/form/changepassword.phtml)"
"Customer email already exists","Customer email already exists","duplicate (51-/home/vasily/dev/magento/app/code/core/Mage/Customer/Model/Entity/Customer.php, 64-/home/vasily/dev/magento/app/code/core/Mage/Customer/Model/Entity/Customer.php)"
"Default Billing Address","Default Billing Address","duplicate (97-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/edit.phtml, 38-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 44-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml, 52-/home/vasily/dev/magento/app/design/frontend/default/default/template/customer/address/book.phtml)"
